# HOSTNAME = prod2-0175
bs,llc_load_misses,rep,l1_load_misses,algo,wall_time
278,79008711,4,421088403,tiled,1.795194206
279,79320770,4,427222065,tiled,1.801043958
280,78199777,4,428435914,tiled,1.792642472
281,78997016,4,434782154,tiled,1.805638209
282,78635886,4,436153572,tiled,1.79592318
283,78742248,4,442409738,tiled,1.814760752
284,78081364,4,443371046,tiled,1.80362052
285,78875508,4,449235568,tiled,1.829274777
286,78236405,4,451195532,tiled,1.753983361
287,78629487,4,454065888,tiled,1.841148119
288,77358692,4,455750468,tiled,1.821121726
289,78083564,4,457471737,tiled,1.831992403
290,78125552,4,458454619,tiled,1.83149293
291,78140664,4,457496499,tiled,1.834710644
292,77791057,4,456376246,tiled,1.821723137
293,78242849,4,457890172,tiled,1.835052388
294,77905522,4,458290901,tiled,1.829498207
295,78632066,4,460396440,tiled,1.828693311
296,77290325,4,456556086,tiled,1.824183561
297,77893235,4,457071227,tiled,1.83208943
298,77683787,4,457662667,tiled,1.829498051
299,78012619,4,458834496,tiled,1.830596751
300,77706510,4,459353397,tiled,1.846611466
362,76454724,4,458479280,tiled,1.81857563
512,74097604,4,458361618,tiled,1.82581332
724,71609468,4,459351666,tiled,1.871582625
1024,69920200,4,458775022,tiled,1.865857336
1448,68472588,4,458374897,tiled,1.87097176
2048,76760380,4,454746188,tiled,2.048479329
2896,70124539,4,454334917,tiled,2.104999442
4096,45935310,4,454734115,tiled,1.911096411
5793,45396809,4,454514526,tiled,1.938188359
8192,46483002,4,454340035,tiled,1.946000155
11585,57690287,4,453286824,tiled,2.096193247
16384,46070777,4,453581338,tiled,1.994468594
23170,43693245,4,453094497,tiled,2.00807159
32768,43695168,4,453102465,tiled,2.005475116
46341,43690895,4,453102106,tiled,2.008277445
65536,43693304,4,453103431,tiled,2.005373544
92682,43696374,4,453101107,tiled,2.010033802
131072,43695751,4,453106963,tiled,2.007670995
185364,43695600,4,453100617,tiled,2.007889806
262144,43695287,4,453104886,tiled,2.007748597
370728,43692674,4,453086461,tiled,2.008657454
524288,43690401,4,453102284,tiled,2.009641776
741455,43694999,4,453108897,tiled,2.007995853
1,43691911,5,453100877,ij,2.007680913
1,43693122,5,453102790,ji,2.008693653
1,43694941,5,453126138,tiled,2.008367629
2,42381389,5,451735094,tiled,1.972017145
3,42383804,5,451708363,tiled,1.969613224
4,42424468,5,451777402,tiled,1.992418842
5,45400817,5,456023988,tiled,1.992023976
6,42353592,5,451693573,tiled,1.995516091
7,42367438,5,451663007,tiled,1.984548702
8,52461824,5,190633066,tiled,1.801918479
9,42916504,5,208041531,tiled,1.784909473
10,56742343,5,213845824,tiled,1.849564042
11,42969049,5,202536683,tiled,1.791820702
12,42801921,5,195082084,tiled,1.737913642
13,42852049,5,211671093,tiled,1.760577568
14,42868868,5,193841334,tiled,1.732281913
15,42926898,5,209944939,tiled,1.858590668
16,42400849,5,183861509,tiled,1.651057531
17,42914480,5,192049025,tiled,1.872880945
18,42866385,5,187226821,tiled,1.739332086
19,42972938,5,197612638,tiled,1.845198759
20,42867539,5,183399767,tiled,1.752392649
21,43100198,5,202407093,tiled,1.850894235
22,42966089,5,184101766,tiled,1.747987092
23,43235764,5,201834564,tiled,1.88456598
24,42854250,5,178091341,tiled,1.713920108
25,43137979,5,192678588,tiled,1.770495813
26,43474727,5,196370029,tiled,1.868429832
27,43468106,5,195041498,tiled,1.806929608
28,43589098,5,191017816,tiled,1.735126703
29,44013909,5,198661874,tiled,1.829490116
30,44564103,5,193040130,tiled,1.856338051
31,44693620,5,197752261,tiled,1.856254347
32,43397253,5,175161946,tiled,1.705360107
33,44038044,5,186318534,tiled,1.753787551
34,45554703,5,190178333,tiled,1.834592065
35,44814398,5,188113328,tiled,1.788149556
36,45707739,5,185559474,tiled,1.716971818
37,46190821,5,190745338,tiled,1.80954753
38,47101133,5,187711020,tiled,1.823447402
39,47306651,5,190439856,tiled,1.843523993
40,44730051,5,178582344,tiled,1.690405519
41,46404533,5,184885038,tiled,1.771723258
42,48969184,5,185653927,tiled,1.842084127
43,47831571,5,186013454,tiled,1.785857101
44,49284181,5,182536572,tiled,1.72653721
45,50688900,5,188808383,tiled,1.796948832
46,51363357,5,183765266,tiled,1.8374188
47,52538589,5,188906270,tiled,1.806497313
48,49433471,5,177661157,tiled,1.685521634
49,49559104,5,183367959,tiled,1.745151038
50,53641850,5,182244990,tiled,1.859606878
51,52074365,5,184839278,tiled,1.7664491
52,53128034,5,179732238,tiled,1.732372501
53,55434898,5,187295142,tiled,1.789399895
54,55724614,5,181036653,tiled,1.847254815
55,57081319,5,187081470,tiled,1.813913867
56,48783832,5,181139176,tiled,1.684758849
57,52285782,5,185709767,tiled,1.725335095
58,57516742,5,180067732,tiled,1.873725072
59,54556940,5,186757175,tiled,1.762095668
60,56413169,5,177522107,tiled,1.745712168
61,58055294,5,188694843,tiled,1.798651034
62,59046172,5,179084036,tiled,1.879178557
63,59391435,5,188749022,tiled,1.821041112
64,55191138,5,174531482,tiled,1.708438857
65,54572932,5,185332469,tiled,1.74410136
66,53906069,5,183929170,tiled,1.723298129
67,56604925,5,185959057,tiled,1.781255947
68,53670306,5,182978952,tiled,1.722771732
69,59427215,5,187572091,tiled,1.805452689
70,54492282,5,183158778,tiled,1.743057643
71,60743084,5,187853101,tiled,1.823142817
72,52540979,5,179140657,tiled,1.717031715
73,56401064,5,182787086,tiled,1.768999127
74,55673386,5,181605542,tiled,1.751103743
75,58164971,5,183517038,tiled,1.798727734
76,55336984,5,180834240,tiled,1.743117278
77,61529807,5,185285427,tiled,1.81062191
78,56115829,5,181003994,tiled,1.757761608
79,62625251,5,185388177,tiled,1.829333372
80,53975224,5,178796628,tiled,1.742671521
81,58153233,5,182121354,tiled,1.771434468
82,57353456,5,181089225,tiled,1.755474887
83,60188786,5,182908580,tiled,1.793924777
84,57330624,5,180579019,tiled,1.753807274
85,63488405,5,184628128,tiled,1.818787223
86,58356807,5,180772343,tiled,1.760239706
87,64382295,5,184557254,tiled,1.834484594
88,56415729,5,179715700,tiled,1.754797853
89,60302769,5,182723785,tiled,1.787730405
90,59856900,5,181835709,tiled,1.76055355
91,62430937,5,183566053,tiled,1.814278316
92,59854048,5,181289682,tiled,1.763501469
93,65655140,5,185174543,tiled,1.828138275
94,60830070,5,181425815,tiled,1.77143125
95,66444589,5,185212623,tiled,1.845428417
96,59013988,5,179624640,tiled,1.759716704
97,62711572,5,182373451,tiled,1.790450814
98,62322644,5,181726461,tiled,1.779592679
99,64611340,5,183282726,tiled,1.816364178
100,62312869,5,181230989,tiled,1.777676742
101,67173035,5,184916423,tiled,1.833132318
102,64101847,5,181413854,tiled,1.790527313
103,67516809,5,184828292,tiled,1.825564589
104,61249400,5,180324584,tiled,1.757978269
105,64450582,5,182790793,tiled,1.789719166
106,63926901,5,182060354,tiled,1.775621098
107,65958980,5,183638510,tiled,1.810178356
108,63767542,5,181626299,tiled,1.784560106
109,67843528,5,185123969,tiled,1.817295184
110,64589112,5,181881586,tiled,1.78635658
111,68240744,5,185386256,tiled,1.824728502
112,62569618,5,182697201,tiled,1.767661201
113,65673132,5,185349296,tiled,1.784562125
114,65110142,5,184465931,tiled,1.775630111
115,66527649,5,186070570,tiled,1.792936144
116,65024011,5,184207482,tiled,1.774974445
117,67976565,5,187511014,tiled,1.807125089
118,65636631,5,184543739,tiled,1.776480821
119,68450538,5,187862956,tiled,1.806243104
120,64157261,5,183760219,tiled,1.760285884
121,66557497,5,186259742,tiled,1.781537617
122,66233838,5,185465505,tiled,1.773850156
123,67573145,5,186968772,tiled,1.787217159
124,66233149,5,185132074,tiled,1.772429191
125,68818731,5,188023227,tiled,1.802803182
126,66550866,5,185455948,tiled,1.776383338
127,69186019,5,188379119,tiled,1.803623399
128,65233628,5,182778346,tiled,1.772210014
129,67413815,5,185277627,tiled,1.787713328
130,66944460,5,184564147,tiled,1.779088275
131,67816884,5,186130700,tiled,1.794721165
132,66936077,5,184631602,tiled,1.77839287
133,69983168,5,187483341,tiled,1.8046311
134,67313763,5,185161128,tiled,1.783648362
135,70614775,5,188159665,tiled,1.815388198
136,66331593,5,185291833,tiled,1.757345634
137,68485498,5,187589628,tiled,1.789921071
138,67823030,5,187210513,tiled,1.768693762
139,69611228,5,188837879,tiled,1.797092137
140,67926507,5,187533933,tiled,1.769596558
141,71507531,5,190520128,tiled,1.806066687
142,68321427,5,188033633,tiled,1.779304624
143,72204866,5,191560035,tiled,1.812640582
144,67436298,5,187886649,tiled,1.77429039
145,70018165,5,190388701,tiled,1.787204197
146,69647522,5,189945321,tiled,1.787940131
147,72151899,5,192824807,tiled,1.823538598
148,69485555,5,190368125,tiled,1.780698039
149,73353082,5,192958021,tiled,1.806495827
150,70323882,5,191178086,tiled,1.785488757
151,74380894,5,193916619,tiled,1.782344117
152,68982734,5,190951817,tiled,1.767206422
153,71865878,5,193176285,tiled,1.75930215
154,71037993,5,192560147,tiled,1.76459281
155,73398741,5,194527093,tiled,1.796172506
156,71418985,5,193059891,tiled,1.7817442
157,75085644,5,195816419,tiled,1.800796662
158,72161914,5,193644989,tiled,1.782830937
159,76292149,5,197058467,tiled,1.808256839
160,70438946,5,195077920,tiled,1.768746476
161,73775556,5,197646830,tiled,1.783715872
162,73279478,5,197333793,tiled,1.779166251
163,75110806,5,199989716,tiled,1.789727569
164,73252391,5,198457944,tiled,1.776169276
165,76839568,5,202211881,tiled,1.795396802
166,74061854,5,199878423,tiled,1.780466524
167,77548741,5,204096998,tiled,1.796758196
168,73098953,5,200992614,tiled,1.772982377
169,75726939,5,203704560,tiled,1.786222039
170,75019209,5,203539134,tiled,1.779021086
171,76883828,5,205653172,tiled,1.78860084
172,75274470,5,205832988,tiled,1.776991658
173,78643096,5,208566222,tiled,1.794032072
174,75734808,5,206920573,tiled,1.779006616
175,79308949,5,210533710,tiled,1.800123552
176,74695034,5,207260944,tiled,1.772988421
177,77285350,5,209443538,tiled,1.781080382
178,76830737,5,209446684,tiled,1.774964443
179,78352923,5,211304778,tiled,1.786985256
180,76969134,5,210917372,tiled,1.774678199
181,79928860,5,212600139,tiled,1.792847499
182,77587815,5,212575373,tiled,1.778037732
183,80747171,5,214038787,tiled,1.79931862
184,76117276,5,212658432,tiled,1.770275103
185,78737711,5,214597474,tiled,1.784131998
186,77987985,5,214200093,tiled,1.775546855
187,79658486,5,216007949,tiled,1.787943402
188,78189346,5,214901326,tiled,1.773421257
189,81054735,5,217866790,tiled,1.793007229
190,78766777,5,216439280,tiled,1.777299495
191,81732459,5,219292013,tiled,1.802420936
192,77517971,5,218007031,tiled,1.771617136
193,79963374,5,220417284,tiled,1.782106759
194,79248256,5,220491181,tiled,1.776597806
195,80699440,5,222800548,tiled,1.790035535
196,79268339,5,222700170,tiled,1.775914211
197,81662338,5,226210333,tiled,1.794213137
198,79836103,5,225104487,tiled,1.779108146
199,82083159,5,229200152,tiled,1.800682117
200,78911207,5,228178327,tiled,1.772101085
201,80526327,5,229950026,tiled,1.78508618
202,80362467,5,230867808,tiled,1.782710381
203,81012653,5,234572028,tiled,1.790629502
204,80402572,5,233483055,tiled,1.786060399
205,81950165,5,237323553,tiled,1.812695952
206,80413158,5,236051760,tiled,1.781831813
207,82219252,5,241164675,tiled,1.797319924
208,78958290,5,239230350,tiled,1.774019472
209,80715330,5,250096363,tiled,1.793102537
210,80462787,5,242234734,tiled,1.782861276
211,81336992,5,245705025,tiled,1.785464798
212,80313847,5,245058225,tiled,1.777747773
213,81853743,5,249011177,tiled,1.790038567
214,80933926,5,248088280,tiled,1.781743241
215,82211978,5,252764188,tiled,1.790681604
216,79679784,5,248838959,tiled,1.772695487
217,81188488,5,251108902,tiled,1.779937797
218,80841660,5,251363468,tiled,1.775450022
219,81752240,5,254695463,tiled,1.780416833
220,80749527,5,253529167,tiled,1.773481942
221,82125793,5,257742707,tiled,1.781914857
222,81363828,5,256690250,tiled,1.773291682
223,82279175,5,260943135,tiled,1.787816732
224,79912713,5,257745109,tiled,1.770094586
225,81619482,5,261382488,tiled,1.779073424
226,81109816,5,262268152,tiled,1.774513868
227,81728343,5,267301811,tiled,1.772857317
228,80896054,5,266912477,tiled,1.77507494
229,82022757,5,271552921,tiled,1.787417537
230,81186412,5,271026931,tiled,1.779695569
231,82184395,5,277262534,tiled,1.790209306
232,80136233,5,274797077,tiled,1.774426395
233,80890111,5,280302149,tiled,1.783891727
234,80964396,5,281000351,tiled,1.779948446
235,81384810,5,284814154,tiled,1.786000368
236,80784430,5,285591445,tiled,1.778770791
237,81734484,5,291361102,tiled,1.789353382
238,80816568,5,290734088,tiled,1.779351073
239,81893683,5,296805724,tiled,1.793375095
240,79992526,5,295761668,tiled,1.778502435
241,80940171,5,298551103,tiled,1.785357548
242,80686811,5,301381678,tiled,1.783944168
243,80998596,5,313575174,tiled,1.802170603
244,80517594,5,306091812,tiled,1.784730156
245,81485222,5,310949028,tiled,1.794077127
246,80833517,5,312273139,tiled,1.786831825
247,81516443,5,316681382,tiled,1.795473695
248,79790429,5,313943294,tiled,1.780318652
249,80837461,5,318425904,tiled,1.7909089
250,80804767,5,321330835,tiled,1.785182312
251,80942385,5,323936715,tiled,1.791731821
252,80347222,5,325491583,tiled,1.787252209
253,81402888,5,332186032,tiled,1.797365385
254,80523482,5,330908905,tiled,1.788104531
255,81147492,5,336933536,tiled,1.797784709
256,79748052,5,334540632,tiled,1.786855159
257,80772972,5,340990868,tiled,1.797889987
258,80365994,5,342501346,tiled,1.790662437
259,80533808,5,348414408,tiled,1.800266083
260,80135652,5,350667922,tiled,1.79537181
261,80671668,5,357561502,tiled,1.803525484
262,80300351,5,357227607,tiled,1.822732036
263,80669790,5,365634029,tiled,1.814180887
264,79472698,5,365441778,tiled,1.794505995
265,80100054,5,371213214,tiled,1.808703644
266,79862313,5,373946467,tiled,1.792987491
267,79945080,5,379593301,tiled,1.800435404
268,79767621,5,382433655,tiled,1.801881905
269,80209586,5,388862103,tiled,1.809828491
270,79620276,5,390017035,tiled,1.804414722
271,80124516,5,396535273,tiled,1.814747816
272,78814118,5,397748800,tiled,1.803617616
273,79425784,5,403991482,tiled,1.809138496
274,79247937,5,405645069,tiled,1.810372928
275,79360874,5,411388923,tiled,1.816135246
276,78987947,5,414488977,tiled,1.814126541
277,79460208,5,424501357,tiled,1.827737383
278,79007372,5,421236026,tiled,1.816487147
279,79312669,5,427232082,tiled,1.824515431
280,78199554,5,428403161,tiled,1.814686257
281,79033691,5,434781219,tiled,1.825242454
282,78654514,5,436149584,tiled,1.823741198
283,78777006,5,442387028,tiled,1.832152277
284,78079694,5,443378301,tiled,1.822462316
285,78887398,5,449259161,tiled,1.832765526
286,78290505,5,451185617,tiled,1.829013091
287,78696161,5,454103038,tiled,1.835827867
288,77364283,5,455745106,tiled,1.825660222
289,78107203,5,457472948,tiled,1.831566115
290,78141330,5,458452945,tiled,1.828719069
291,78159844,5,457516171,tiled,1.833136661
292,77793485,5,456380521,tiled,1.82741473
293,78283442,5,457885448,tiled,1.835826296
294,77964388,5,458279084,tiled,1.826781856
295,78632615,5,460393307,tiled,1.837426907
296,77309387,5,456573055,tiled,1.822326204
297,77948918,5,457072390,tiled,1.816132871
298,77669446,5,457674222,tiled,1.827126231
299,78034786,5,458842053,tiled,1.830763098
300,77793923,5,459490629,tiled,1.82863903
362,76446086,5,458504776,tiled,1.815819562
512,74103639,5,458374720,tiled,1.818401784
724,71732483,5,459390852,tiled,1.860031829
1024,69936616,5,458775041,tiled,1.866669578
1448,68473126,5,458377603,tiled,1.864805515
2048,76751037,5,454767807,tiled,2.051105555
2896,70123118,5,454340609,tiled,2.103729848
4096,45924826,5,454740825,tiled,1.912709553
5793,45399649,5,454539031,tiled,1.93954544
8192,46480833,5,454354229,tiled,1.945378096
11585,57694656,5,453269295,tiled,2.093682441
16384,46071098,5,453584287,tiled,1.998043064
23170,43690682,5,453090860,tiled,1.904822504
32768,43696507,5,453103644,tiled,2.009323021
46341,43694804,5,453094687,tiled,2.009422127
65536,43694700,5,453106770,tiled,2.007528798
92682,43691603,5,453113611,tiled,2.008755471
131072,43693039,5,453113861,tiled,2.05659837
185364,43697770,5,453108122,tiled,2.007444414
262144,43697729,5,453112242,tiled,2.01809358
370728,43695925,5,453100130,tiled,2.009772036
524288,43691111,5,453107970,tiled,2.005737733
741455,43693381,5,453102467,tiled,2.008217748
1,43694000,6,453089779,ij,2.005581582
1,43694683,6,453100284,ji,2.008450917
1,43697873,6,453097723,tiled,1.998299257
2,42381552,6,451723363,tiled,1.970156341
3,42380098,6,451705995,tiled,1.967477132
4,42421106,6,451776688,tiled,1.994124045
5,45399925,6,456031753,tiled,1.987284663
6,42355203,6,451697483,tiled,1.995440524
7,42369606,6,451652262,tiled,1.980850637
8,52460929,6,190617386,tiled,1.798773118
9,42915966,6,208042763,tiled,1.787233259
10,56741030,6,213897191,tiled,1.840174659
11,42968376,6,202546764,tiled,1.790478768
12,42817791,6,195046769,tiled,1.72515208
13,42853738,6,211671824,tiled,1.758760837
14,42869053,6,193844070,tiled,1.729764334
15,42932302,6,209943822,tiled,1.860410702
16,42402439,6,183859741,tiled,1.634573407
17,42914064,6,192082023,tiled,1.869597918
18,42866647,6,187234967,tiled,1.740639115
19,42977374,6,197618249,tiled,1.845979099
20,42869113,6,183402991,tiled,1.753931417
21,43103249,6,202418042,tiled,1.852685479
22,42972843,6,184102233,tiled,1.750142298
23,43250322,6,201843119,tiled,1.885283227
24,42850026,6,178107374,tiled,1.725915277
25,43150982,6,192667699,tiled,1.769640144
26,43499639,6,196383293,tiled,1.866193484
27,43493921,6,195032736,tiled,1.80780808
28,43604207,6,191024589,tiled,1.73658748
29,44063154,6,198652225,tiled,1.830345107
30,44333383,6,193048102,tiled,1.834259642
31,44778302,6,197773276,tiled,1.847838557
32,43406831,6,175168653,tiled,1.705265114
33,44086860,6,186320560,tiled,1.754299464
34,45589154,6,190158110,tiled,1.836531355
35,44863778,6,188098998,tiled,1.67547813
36,45735456,6,185560170,tiled,1.717536297
37,46294263,6,190773185,tiled,1.810638268
38,47166141,6,187721325,tiled,1.826062593
39,47437339,6,190473043,tiled,1.844265934
40,44753488,6,178585128,tiled,1.690590245
41,46470291,6,184866283,tiled,1.771085331
42,49013643,6,185675500,tiled,1.840348309
43,47933723,6,186017860,tiled,1.785622455
44,49307974,6,182526358,tiled,1.728053788
45,50719553,6,188805383,tiled,1.796967495
46,51393579,6,183763454,tiled,1.838143699
47,52520796,6,188893074,tiled,1.805126141
48,49414586,6,177661663,tiled,1.687626164
49,49801554,6,183239717,tiled,1.792405137
50,53563981,6,182258611,tiled,1.841515746
51,51983525,6,184836457,tiled,1.764285756
52,53120722,6,179741807,tiled,1.736334022
53,55339371,6,187284885,tiled,1.787968158
54,55697792,6,181094350,tiled,1.846123205
55,57059003,6,187088214,tiled,1.814101058
56,48824606,6,181152679,tiled,1.685259281
57,52253987,6,185708184,tiled,1.727739362
58,57481930,6,180080501,tiled,1.875557796
59,54592095,6,186751392,tiled,1.762099195
60,56464660,6,177518782,tiled,1.747625352
61,58066876,6,188691995,tiled,1.80073641
62,59073939,6,179070894,tiled,1.881307694
63,59415730,6,188772280,tiled,1.822190407
64,55224163,6,174522223,tiled,1.706608779
65,54627623,6,185341951,tiled,1.741490893
66,53938172,6,183916773,tiled,1.721547467
67,56629947,6,185934988,tiled,1.781623759
68,53712681,6,183001662,tiled,1.724492517
69,59457641,6,187560678,tiled,1.804270615
70,54498889,6,183153137,tiled,1.741006665
71,60779852,6,187846054,tiled,1.823450535
72,52550520,6,179133045,tiled,1.71590424
73,56428796,6,182788845,tiled,1.769769559
74,55685433,6,181588597,tiled,1.749700899
75,58241830,6,183555854,tiled,1.791599837
76,55353757,6,180818113,tiled,1.744265023
77,61555226,6,185289435,tiled,1.811408423
78,56128206,6,180999038,tiled,1.759616892
79,62610629,6,185380199,tiled,1.831680108
80,53975765,6,178787798,tiled,1.742662469
81,58180523,6,182124530,tiled,1.772764353
82,57373040,6,181094964,tiled,1.756636578
83,60216619,6,182922874,tiled,1.793275815
84,57343818,6,180591743,tiled,1.752851799
85,63486938,6,184614843,tiled,1.819608046
86,58343104,6,180769395,tiled,1.761291269
87,64362773,6,184556418,tiled,1.835882912
88,56174649,6,179738976,tiled,1.736107732
89,60338952,6,182697405,tiled,1.777616562
90,59841402,6,181847400,tiled,1.761535589
91,62433287,6,183578214,tiled,1.799482326
92,59838657,6,181287129,tiled,1.762608897
93,65621319,6,185175115,tiled,1.830144612
94,60845735,6,181427310,tiled,1.770972704
95,66401308,6,185218246,tiled,1.845056742
96,59017317,6,179629793,tiled,1.76094187
97,62696617,6,182379276,tiled,1.790987777
98,62303984,6,181740055,tiled,1.776663203
99,64579354,6,183269465,tiled,1.814035742
100,62312534,6,181246374,tiled,1.777730678
101,67111972,6,184931394,tiled,1.832015616
102,64097812,6,181406413,tiled,1.796040955
103,67498493,6,184830946,tiled,1.836333587
104,61229899,6,180336138,tiled,1.76780778
105,64411021,6,182793288,tiled,1.79950141
106,63910795,6,182126285,tiled,1.790205791
107,65923135,6,183650687,tiled,1.821933548
108,63717405,6,181625501,tiled,1.786411145
109,67866586,6,185106206,tiled,1.823413777
110,64589421,6,181882162,tiled,1.789777754
111,68230651,6,185390178,tiled,1.826263718
112,62585397,6,182693159,tiled,1.7673617
113,65628337,6,185370995,tiled,1.785171297
114,65043622,6,184486999,tiled,1.774334221
115,66496714,6,186075397,tiled,1.794004016
116,64960716,6,184207235,tiled,1.774483257
117,68018373,6,187502703,tiled,1.806158584
118,65640571,6,184545193,tiled,1.776837333
119,68467666,6,187860692,tiled,1.811810511
120,64174030,6,183758939,tiled,1.762511356
121,66626175,6,186249959,tiled,1.78224562
122,66206994,6,185448925,tiled,1.772955092
123,67568695,6,186954754,tiled,1.793932283
124,66237294,6,185133870,tiled,1.770464011
125,68898455,6,188010801,tiled,1.801091823
126,66591030,6,185429812,tiled,1.777566577
127,69185503,6,188404908,tiled,1.804650016
128,65255857,6,182789505,tiled,1.769586403
129,67482886,6,185272485,tiled,1.787611826
130,66965555,6,184570046,tiled,1.780808241
131,67868300,6,186129758,tiled,1.794037874
132,66960852,6,184627180,tiled,1.77926831
133,70041148,6,187491402,tiled,1.808705198
134,67340853,6,185160852,tiled,1.784451658
135,70701584,6,188160406,tiled,1.816827
136,66298352,6,185303019,tiled,1.76743367
137,68496446,6,187612618,tiled,1.790855381
138,67836242,6,187225879,tiled,1.782306125
139,69653879,6,188824590,tiled,1.799249613
140,67938024,6,187527265,tiled,1.780075136
141,71487580,6,190539668,tiled,1.804733943
142,68362961,6,188033529,tiled,1.782801222
143,72242699,6,191550734,tiled,1.81069655
144,67452640,6,187879363,tiled,1.773724528
145,70056768,6,190401057,tiled,1.791795186
146,69469271,6,189974104,tiled,1.783424979
147,72155236,6,192838279,tiled,1.815343012
148,69516030,6,190381402,tiled,1.782229707
149,73381395,6,192925511,tiled,1.808609101
150,70323113,6,191168355,tiled,1.78750344
151,74400646,6,193932293,tiled,1.809095217
152,68968369,6,190914069,tiled,1.773926287
153,71887891,6,193170982,tiled,1.790125801
154,71071210,6,192549939,tiled,1.781901627
155,73506736,6,194487478,tiled,1.795721152
156,71427270,6,193068312,tiled,1.780424652
157,75153589,6,195804569,tiled,1.797883421
158,72148939,6,193604815,tiled,1.779269368
159,76371787,6,197011405,tiled,1.807293119
160,70446637,6,195063012,tiled,1.767176434
161,73786498,6,197649431,tiled,1.782415629
162,73313078,6,197312308,tiled,1.776550356
163,75032419,6,199861127,tiled,1.786932149
164,73282141,6,198429370,tiled,1.776353925
165,76872293,6,202181502,tiled,1.818383523
166,74061518,6,199878101,tiled,1.779429196
167,77608196,6,204067356,tiled,1.799915381
168,73119355,6,200985641,tiled,1.773977995
169,75719046,6,203669583,tiled,1.786902173
170,74966790,6,203265450,tiled,1.778422143
171,76911677,6,205662145,tiled,1.788457601
172,75030172,6,204847167,tiled,1.775791303
173,78619694,6,208579702,tiled,1.792485857
174,75800905,6,206861135,tiled,1.776774052
175,79290289,6,210530385,tiled,1.796149333
176,74912210,6,208716815,tiled,1.771402219
177,77269168,6,209435052,tiled,1.781931154
178,76857972,6,209433813,tiled,1.774574081
179,78329347,6,211332919,tiled,1.787089111
180,78382945,6,211918121,tiled,1.785547043
181,79909835,6,212624220,tiled,1.794145282
182,77598077,6,212593793,tiled,1.778906549
183,80693795,6,214086014,tiled,1.798631651
184,76143008,6,212667894,tiled,1.771738298
185,78689079,6,214629635,tiled,1.780398781
186,78009440,6,214250531,tiled,1.774643158
187,79654305,6,216002844,tiled,1.785836326
188,78110116,6,215280413,tiled,1.773933973
189,81066224,6,217840157,tiled,1.792187031
190,78783712,6,216443456,tiled,1.776513162
191,81713637,6,219425918,tiled,1.796317107
192,77521895,6,218037363,tiled,1.770598539
193,79942210,6,220409401,tiled,1.781518643
194,79247160,6,220529302,tiled,1.774683876
195,80657035,6,222867092,tiled,1.786874406
196,79329326,6,222676953,tiled,1.773767818
197,81664776,6,226179012,tiled,1.794381898
198,79858293,6,225149712,tiled,1.782302153
199,82123595,6,229126695,tiled,1.800208654
200,78895410,6,228180222,tiled,1.769909175
201,80496619,6,230005978,tiled,1.784610136
202,80338087,6,230897221,tiled,1.77222753
203,81053729,6,234536813,tiled,1.777546956
204,80399999,6,233588753,tiled,1.76831913
205,81928696,6,237512913,tiled,1.78024095
206,80453864,6,236049563,tiled,1.758986387
207,82236798,6,241166578,tiled,1.78980221
208,78973128,6,239227449,tiled,1.751183863
209,80804030,6,249752306,tiled,1.800155042
210,80450544,6,242317299,tiled,1.779416771
211,81373883,6,245717097,tiled,1.784566884
212,80317388,6,245072743,tiled,1.776354653
213,81867258,6,248973067,tiled,1.783781909
214,80948384,6,248061869,tiled,1.778394224
215,82213145,6,252726176,tiled,1.786793374
216,79671845,6,248800717,tiled,1.771708784
217,81171194,6,251126194,tiled,1.779540221
218,80855092,6,251353147,tiled,1.77627531
219,81756269,6,254722118,tiled,1.780994697
220,80765249,6,253559324,tiled,1.77318631
221,82120689,6,257762965,tiled,1.778861391
222,81345621,6,256681622,tiled,1.774517226
223,82626698,6,259609436,tiled,1.821805266
224,79876043,6,257947973,tiled,1.769143185
225,81646702,6,261300334,tiled,1.76882581
226,81117436,6,262268969,tiled,1.776196278
227,81726559,6,267339669,tiled,1.782173143
228,80942543,6,266871351,tiled,1.764579764
229,82020281,6,271523725,tiled,1.785330028
230,81186548,6,271043322,tiled,1.771909593
231,82168401,6,277307820,tiled,1.787913991
232,80143224,6,274766439,tiled,1.774544965
233,80906185,6,280289216,tiled,1.782199611
234,80999460,6,280974506,tiled,1.775186975
235,81386648,6,284798697,tiled,1.72784474
236,80811712,6,285600616,tiled,1.775343692
237,81747314,6,291340323,tiled,1.790143722
238,80842357,6,290775191,tiled,1.778127535
239,81795557,6,297065082,tiled,1.792759496
240,80007834,6,295806696,tiled,1.778874734
241,80945820,6,298565212,tiled,1.775283782
242,80724029,6,301402636,tiled,1.781688891
243,81019743,6,313534967,tiled,1.788192323
244,80503524,6,306192962,tiled,1.781106526
245,81484841,6,310957618,tiled,1.782971702
246,80864938,6,312219746,tiled,1.784980391
247,81547450,6,316666030,tiled,1.793485757
248,79799515,6,313943053,tiled,1.781926463
249,80820576,6,318493200,tiled,1.789331723
250,80797764,6,321491990,tiled,1.783113808
251,80951442,6,324035254,tiled,1.792206814
252,80367510,6,325502447,tiled,1.786742285
253,81383320,6,332245330,tiled,1.797004389
254,80548939,6,330826329,tiled,1.79103185
255,81188017,6,336896183,tiled,1.800277829
256,79721511,6,334490523,tiled,1.788164116
257,80754190,6,341031939,tiled,1.792044364
258,80330266,6,342738553,tiled,1.788484114
259,80513674,6,348412795,tiled,1.798191153
